task_id,route,model_decision,first_p_defer,first_p_self,first_margin,post_p_defer,post_p_self,post_margin,p_defer,p_self,margin,pred_answer,gold_answer,self_passed,reasoning_len,answer_len,actual_local_tokens
mmlu/all/test/012265,post_self,self,0.348645,0.651355,-0.625,0.000458,0.999542,-7.6875,0.000458,0.999542,-7.6875,A,B,0,1091,231,231
mmlu/all/test/012266,early_defer,defer,0.754915,0.245085,1.125,0.001099,0.998901,-6.8125,0.754915,0.245085,1.125,A,A,1,1673,335,335
mmlu/all/test/012267,post_self,self,0.051845,0.948155,-2.9062,0.000116,0.999884,-9.0625,0.000116,0.999884,-9.0625,C,C,1,1388,319,319
mmlu/all/test/012268,post_defer,defer,0.144149,0.855851,-1.7812,0.999412,0.000588,7.4375,0.999412,0.000588,7.4375,C,D,0,1701,350,350
mmlu/all/test/012269,early_defer,defer,0.705785,0.294215,0.875,0.002473,0.997527,-6.0,0.705785,0.294215,0.875,A,C,0,1481,341,341
mmlu/all/test/012270,post_self,self,0.103749,0.896251,-2.1562,0.000519,0.999481,-7.5625,0.000519,0.999481,-7.5625,C,C,1,1374,306,306
mmlu/all/test/012271,post_self,self,0.348645,0.651355,-0.625,0.000245,0.999755,-8.3125,0.000245,0.999755,-8.3125,D,D,1,1440,374,374
mmlu/all/test/012272,early_defer,defer,0.592667,0.407333,0.375,0.00097,0.99903,-6.9375,0.592667,0.407333,0.375,B,B,1,1074,235,235
mmlu/all/test/012273,early_defer,defer,0.896251,0.103749,2.1562,0.245085,0.754915,-1.125,0.896251,0.103749,2.1562,D,D,1,1553,323,323
mmlu/all/test/012274,post_defer,defer,0.268941,0.731059,-1.0,0.982014,0.017986,4.0,0.982014,0.017986,4.0,B,A,0,1445,301,301
mmlu/all/test/012275,early_defer,defer,0.798187,0.201813,1.375,0.294215,0.705785,-0.875,0.798187,0.201813,1.375,A,A,1,960,201,201
mmlu/all/test/012276,post_self,self,0.053403,0.946597,-2.875,0.000553,0.999447,-7.5,0.000553,0.999447,-7.5,C,C,1,2187,450,450
mmlu/all/test/012277,early_defer,defer,0.880797,0.119203,2.0,0.99478,0.00522,5.25,0.880797,0.119203,2.0,C,D,0,1708,373,373
mmlu/all/test/012278,post_self,self,0.348645,0.651355,-0.625,0.000261,0.999739,-8.25,0.000261,0.999739,-8.25,A,A,1,1275,271,271
mmlu/all/test/012279,early_defer,defer,0.817574,0.182426,1.5,0.268941,0.731059,-1.0,0.817574,0.182426,1.5,B,B,1,1237,257,257
mmlu/all/test/012280,post_self,self,0.437823,0.562177,-0.25,0.009708,0.990292,-4.625,0.009708,0.990292,-4.625,C,D,0,1161,246,246
mmlu/all/test/012281,post_self,self,0.228157,0.771843,-1.2188,9e-05,0.99991,-9.3125,9e-05,0.99991,-9.3125,B,B,1,1317,296,296
mmlu/all/test/012282,early_defer,defer,0.851953,0.148047,1.75,0.987568,0.012432,4.375,0.851953,0.148047,1.75,D,D,1,2034,446,446
mmlu/all/test/012283,post_self,self,0.307358,0.692642,-0.8125,0.000667,0.999333,-7.3125,0.000667,0.999333,-7.3125,C,C,1,2437,558,558
mmlu/all/test/012284,early_defer,defer,0.831143,0.168857,1.5938,0.997019,0.002981,5.8125,0.831143,0.168857,1.5938,C,C,1,1978,403,403
mmlu/all/test/012285,early_defer,defer,0.938124,0.061876,2.7188,0.904651,0.095349,2.25,0.938124,0.061876,2.7188,C,C,1,1934,383,383
mmlu/all/test/012286,post_self,self,0.119203,0.880797,-2.0,0.000123,0.999877,-9.0,0.000123,0.999877,-9.0,A,A,1,1159,264,264
mmlu/all/test/012287,early_defer,defer,0.782662,0.217338,1.2812,0.014064,0.985936,-4.25,0.782662,0.217338,1.2812,D,C,0,1083,249,249
mmlu/all/test/012288,post_self,self,0.042088,0.957912,-3.125,5.8e-05,0.999942,-9.75,5.8e-05,0.999942,-9.75,D,D,1,932,206,206
mmlu/all/test/012289,post_self,self,0.5,0.5,0.0,0.003173,0.996827,-5.75,0.003173,0.996827,-5.75,A,A,1,1305,225,225
mmlu/all/test/012290,post_self,self,0.029312,0.970688,-3.5,0.000131,0.999869,-8.9375,0.000131,0.999869,-8.9375,D,D,1,1225,279,279
mmlu/all/test/012291,post_defer,defer,0.201813,0.798187,-1.375,0.99982,0.00018,8.625,0.99982,0.00018,8.625,B,D,0,1466,350,350
mmlu/all/test/012292,post_defer,defer,0.377541,0.622459,-0.5,0.997603,0.002397,6.0312,0.997603,0.002397,6.0312,C,D,0,1725,316,316
mmlu/all/test/012293,early_defer,defer,0.754915,0.245085,1.125,0.014064,0.985936,-4.25,0.754915,0.245085,1.125,A,A,1,728,169,169
mmlu/all/test/012294,early_defer,defer,0.884039,0.115961,2.0312,0.060087,0.939913,-2.75,0.884039,0.115961,2.0312,D,D,1,1062,231,231
mmlu/all/test/012295,early_defer,defer,0.731059,0.268941,1.0,0.002051,0.997949,-6.1875,0.731059,0.268941,1.0,A,D,0,1371,285,285
mmlu/all/test/012296,early_defer,defer,0.880797,0.119203,2.0,0.989013,0.010987,4.5,0.880797,0.119203,2.0,C,A,0,2175,433,433
mmlu/all/test/012297,early_defer,defer,0.754915,0.245085,1.125,0.001032,0.998968,-6.875,0.754915,0.245085,1.125,B,B,1,1231,246,246
mmlu/all/test/012298,post_self,self,0.119203,0.880797,-2.0,0.000149,0.999851,-8.8125,0.000149,0.999851,-8.8125,D,D,1,496,106,106
mmlu/all/test/012299,early_defer,defer,0.817574,0.182426,1.5,0.014957,0.985043,-4.1875,0.817574,0.182426,1.5,D,A,0,1838,365,365
mmlu/all/test/012300,early_defer,defer,0.679179,0.320821,0.75,0.00629,0.99371,-5.0625,0.679179,0.320821,0.75,B,B,1,1368,302,302
mmlu/all/test/012301,post_defer,defer,0.5,0.5,0.0,0.984575,0.015425,4.1562,0.984575,0.015425,4.1562,C,D,0,1093,235,235
mmlu/all/test/012302,early_defer,defer,0.592667,0.407333,0.375,0.000357,0.999643,-7.9375,0.592667,0.407333,0.375,A,A,1,1244,237,237
mmlu/all/test/012303,early_defer,defer,0.817574,0.182426,1.5,0.993307,0.006693,5.0,0.817574,0.182426,1.5,D,D,1,1520,324,324
mmlu/all/test/012304,post_defer,defer,0.294215,0.705785,-0.875,0.904651,0.095349,2.25,0.904651,0.095349,2.25,C,C,1,1184,265,265
mmlu/all/test/012305,post_self,self,0.377541,0.622459,-0.5,0.012432,0.987568,-4.375,0.012432,0.987568,-4.375,B,B,1,1264,256,256
mmlu/all/test/012306,early_defer,defer,0.851953,0.148047,1.75,0.993512,0.006488,5.0312,0.851953,0.148047,1.75,D,A,0,1157,275,275
mmlu/all/test/012307,early_defer,defer,0.887205,0.112795,2.0625,0.995668,0.004332,5.4375,0.887205,0.112795,2.0625,B,D,0,2038,391,391
mmlu/all/test/012308,early_defer,defer,0.7773,0.2227,1.25,0.5,0.5,0.0,0.7773,0.2227,1.25,D,D,1,1720,347,347
mmlu/all/test/012309,early_defer,defer,0.592667,0.407333,0.375,0.001701,0.998299,-6.375,0.592667,0.407333,0.375,A,A,1,1270,272,272
mmlu/all/test/012310,early_defer,defer,0.835484,0.164516,1.625,0.966914,0.033086,3.375,0.835484,0.164516,1.625,D,D,1,2120,482,482
mmlu/all/test/012311,early_defer,defer,0.880797,0.119203,2.0,0.268941,0.731059,-1.0,0.880797,0.119203,2.0,B,B,1,1527,313,313
mmlu/all/test/012312,post_self,self,0.013637,0.986363,-4.2812,0.000357,0.999643,-7.9375,0.000357,0.999643,-7.9375,C,C,1,988,225,225
mmlu/all/test/012313,post_self,self,0.294215,0.705785,-0.875,0.000335,0.999665,-8.0,0.000335,0.999665,-8.0,D,D,1,1229,290,290
mmlu/all/test/012314,early_defer,defer,0.893309,0.106691,2.125,0.983971,0.016029,4.1172,0.893309,0.106691,2.125,B,D,0,1789,351,351
mmlu/all/test/012315,early_defer,defer,0.817574,0.182426,1.5,0.042088,0.957912,-3.125,0.817574,0.182426,1.5,D,D,1,1695,355,355
mmlu/all/test/012316,early_defer,defer,0.835484,0.164516,1.625,0.268941,0.731059,-1.0,0.835484,0.164516,1.625,B,B,1,1528,304,304
mmlu/all/test/012317,early_defer,defer,0.867036,0.132964,1.875,0.985936,0.014064,4.25,0.867036,0.132964,1.875,B,A,0,1584,335,335
mmlu/all/test/012318,post_self,self,0.148047,0.851953,-1.75,0.00014,0.99986,-8.875,0.00014,0.99986,-8.875,D,D,1,1886,383,383
mmlu/all/test/012319,post_self,self,0.012054,0.987946,-4.4062,4.5e-05,0.999955,-10.0,4.5e-05,0.999955,-10.0,B,B,1,1330,302,302
mmlu/all/test/012320,early_defer,defer,0.679179,0.320821,0.75,0.991684,0.008316,4.7812,0.679179,0.320821,0.75,D,D,1,1404,305,305
mmlu/all/test/012321,post_self,self,0.437823,0.562177,-0.25,0.001927,0.998073,-6.25,0.001927,0.998073,-6.25,B,D,0,1853,403,403
mmlu/all/test/012322,post_defer,defer,0.5,0.5,0.0,0.754915,0.245085,1.125,0.754915,0.245085,1.125,C,B,0,1888,472,472
mmlu/all/test/012323,early_defer,defer,0.907312,0.092688,2.2812,0.953966,0.046034,3.0312,0.907312,0.092688,2.2812,C,C,1,1637,332,332
mmlu/all/test/012324,early_defer,defer,0.798187,0.201813,1.375,0.924142,0.075858,2.5,0.798187,0.201813,1.375,D,D,1,1277,375,375
mmlu/all/test/012325,post_self,self,0.5,0.5,0.0,0.005555,0.994445,-5.1875,0.005555,0.994445,-5.1875,B,B,1,1139,234,234
mmlu/all/test/012326,early_defer,defer,0.754915,0.245085,1.125,0.99819,0.00181,6.3125,0.754915,0.245085,1.125,D,B,0,2261,436,436
mmlu/all/test/012327,post_self,self,0.087564,0.912436,-2.3438,3.3e-05,0.999967,-10.3125,3.3e-05,0.999967,-10.3125,D,D,1,708,154,154
mmlu/all/test/012328,early_defer,defer,0.592667,0.407333,0.375,0.015906,0.984094,-4.125,0.592667,0.407333,0.375,B,B,1,1111,260,260
mmlu/all/test/012329,post_self,self,0.013223,0.986777,-4.3125,5.5e-05,0.999945,-9.8125,5.5e-05,0.999945,-9.8125,C,D,0,903,181,181
mmlu/all/test/012330,early_defer,defer,0.880797,0.119203,2.0,0.562177,0.437823,0.25,0.880797,0.119203,2.0,A,D,0,1052,212,212
mmlu/all/test/012331,early_defer,defer,0.944995,0.055005,2.8438,0.99478,0.00522,5.25,0.944995,0.055005,2.8438,C,D,0,686,137,137
mmlu/all/test/012332,early_defer,defer,0.754915,0.245085,1.125,0.005911,0.994089,-5.125,0.754915,0.245085,1.125,D,D,1,1457,314,314
mmlu/all/test/012333,early_defer,defer,0.7773,0.2227,1.25,0.025957,0.974043,-3.625,0.7773,0.2227,1.25,D,D,1,1421,302,302
mmlu/all/test/012334,post_self,self,0.245085,0.754915,-1.125,0.000553,0.999447,-7.5,0.000553,0.999447,-7.5,B,B,1,1385,331,331
mmlu/all/test/012335,post_self,self,0.051845,0.948155,-2.9062,7.5e-05,0.999925,-9.5,7.5e-05,0.999925,-9.5,B,B,1,790,162,162
mmlu/all/test/012336,post_defer,defer,0.437823,0.562177,-0.25,0.982014,0.017986,4.0,0.982014,0.017986,4.0,A,C,0,1700,405,405
mmlu/all/test/012337,early_defer,defer,0.651355,0.348645,0.625,0.679179,0.320821,0.75,0.651355,0.348645,0.625,B,C,0,2120,518,518
mmlu/all/test/012338,early_defer,defer,0.705785,0.294215,0.875,0.020332,0.979668,-3.875,0.705785,0.294215,0.875,B,B,1,904,213,213
mmlu/all/test/012339,early_defer,defer,0.870597,0.129403,1.9062,0.731059,0.268941,1.0,0.870597,0.129403,1.9062,B,B,1,1566,344,344
mmlu/all/test/012340,post_self,self,0.437823,0.562177,-0.25,0.000335,0.999665,-8.0,0.000335,0.999665,-8.0,A,A,1,1884,403,403
mmlu/all/test/012341,post_self,self,0.119203,0.880797,-2.0,0.000131,0.999869,-8.9375,0.000131,0.999869,-8.9375,A,D,0,754,143,143
mmlu/all/test/012342,post_self,self,0.043366,0.956634,-3.0938,6.2e-05,0.999938,-9.6875,6.2e-05,0.999938,-9.6875,D,D,1,732,173,173
mmlu/all/test/012343,early_defer,defer,0.835484,0.164516,1.625,0.005555,0.994445,-5.1875,0.835484,0.164516,1.625,B,B,1,1758,361,361
mmlu/all/test/012344,early_defer,defer,0.679179,0.320821,0.75,0.042088,0.957912,-3.125,0.679179,0.320821,0.75,D,D,1,1307,261,261
mmlu/all/test/012345,early_defer,defer,0.921922,0.078078,2.4688,0.952574,0.047426,3.0,0.921922,0.078078,2.4688,A,D,0,928,182,182
mmlu/all/test/012346,post_self,self,0.006488,0.993512,-5.0312,4.8e-05,0.999952,-9.9375,4.8e-05,0.999952,-9.9375,D,D,1,986,206,206
mmlu/all/test/012347,post_defer,defer,0.164516,0.835484,-1.625,0.622459,0.377541,0.5,0.622459,0.377541,0.5,C,D,0,1483,319,319
mmlu/all/test/012348,post_defer,defer,0.348645,0.651355,-0.625,0.990587,0.009413,4.6562,0.990587,0.009413,4.6562,A,B,0,1720,357,357
mmlu/all/test/012349,early_defer,defer,0.7773,0.2227,1.25,0.000856,0.999144,-7.0625,0.7773,0.2227,1.25,A,D,0,1708,383,383
mmlu/all/test/012350,early_defer,defer,0.562177,0.437823,0.25,0.000296,0.999704,-8.125,0.562177,0.437823,0.25,C,C,1,1419,288,288
mmlu/all/test/012351,post_self,self,0.122523,0.877477,-1.9688,0.001927,0.998073,-6.25,0.001927,0.998073,-6.25,B,D,0,1530,336,336
mmlu/all/test/012352,early_defer,defer,0.679179,0.320821,0.75,0.994615,0.005385,5.2188,0.679179,0.320821,0.75,A,B,0,1091,228,228
mmlu/all/test/012353,post_self,self,0.013637,0.986363,-4.2812,8e-05,0.99992,-9.4375,8e-05,0.99992,-9.4375,D,D,1,1507,289,289
mmlu/all/test/012354,early_defer,defer,0.808067,0.191933,1.4375,0.993902,0.006098,5.0938,0.808067,0.191933,1.4375,A,A,1,1449,300,300
mmlu/all/test/012355,post_self,self,0.468791,0.531209,-0.125,0.000856,0.999144,-7.0625,0.000856,0.999144,-7.0625,D,D,1,1132,262,262
mmlu/all/test/012356,post_self,self,0.268941,0.731059,-1.0,0.00038,0.99962,-7.875,0.00038,0.99962,-7.875,C,C,1,1032,227,227
mmlu/all/test/012357,early_defer,defer,0.893309,0.106691,2.125,0.99593,0.00407,5.5,0.893309,0.106691,2.125,B,A,0,2086,416,416
mmlu/all/test/012358,post_self,self,0.106691,0.893309,-2.125,5.8e-05,0.999942,-9.75,5.8e-05,0.999942,-9.75,D,D,1,569,127,127
mmlu/all/test/012359,post_self,self,0.377541,0.622459,-0.5,0.00141,0.99859,-6.5625,0.00141,0.99859,-6.5625,C,C,1,1779,349,349
mmlu/all/test/012360,early_defer,defer,0.562177,0.437823,0.25,0.005911,0.994089,-5.125,0.562177,0.437823,0.25,D,D,1,1793,370,370
mmlu/all/test/012361,post_self,self,0.022977,0.977023,-3.75,3.1e-05,0.999969,-10.375,3.1e-05,0.999969,-10.375,A,A,1,1150,250,250
mmlu/all/test/012362,early_defer,defer,0.7773,0.2227,1.25,0.977023,0.022977,3.75,0.7773,0.2227,1.25,A,A,1,1435,323,323
mmlu/all/test/012363,post_self,self,0.182426,0.817574,-1.5,6.6e-05,0.999934,-9.625,6.6e-05,0.999934,-9.625,D,D,1,754,155,155
mmlu/all/test/012364,early_defer,defer,0.921922,0.078078,2.4688,0.011687,0.988313,-4.4375,0.921922,0.078078,2.4688,A,A,1,1164,242,242
mmlu/all/test/012365,post_self,self,0.010987,0.989013,-4.5,2.8e-05,0.999972,-10.5,2.8e-05,0.999972,-10.5,B,B,1,683,143,143
mmlu/all/test/012366,early_defer,defer,0.870597,0.129403,1.9062,0.001032,0.998968,-6.875,0.870597,0.129403,1.9062,A,A,1,1370,275,275
mmlu/all/test/012367,early_defer,defer,0.592667,0.407333,0.375,0.002981,0.997019,-5.8125,0.592667,0.407333,0.375,A,A,1,1711,383,383
mmlu/all/test/012368,early_defer,defer,0.651355,0.348645,0.625,0.008062,0.991938,-4.8125,0.651355,0.348645,0.625,D,D,1,702,146,146
mmlu/all/test/012369,post_self,self,0.016403,0.983597,-4.0938,9e-05,0.99991,-9.3125,9e-05,0.99991,-9.3125,C,C,1,810,177,177
mmlu/all/test/012370,early_defer,defer,0.941654,0.058346,2.7812,0.985043,0.014957,4.1875,0.941654,0.058346,2.7812,D,C,0,1573,314,314
mmlu/all/test/012371,early_defer,defer,0.705785,0.294215,0.875,0.002473,0.997527,-6.0,0.705785,0.294215,0.875,D,D,1,767,186,186
mmlu/all/test/012372,early_defer,defer,0.851953,0.148047,1.75,0.946597,0.053403,2.875,0.851953,0.148047,1.75,C,D,0,2038,443,443
mmlu/all/test/012373,early_defer,defer,0.921922,0.078078,2.4688,0.961534,0.038466,3.2188,0.921922,0.078078,2.4688,B,D,0,1335,271,271
mmlu/all/test/012374,post_self,self,0.012432,0.987568,-4.375,1.4e-05,0.999986,-11.1875,1.4e-05,0.999986,-11.1875,D,D,1,1089,280,280
mmlu/all/test/012375,post_self,self,0.407333,0.592667,-0.375,0.00629,0.99371,-5.0625,0.00629,0.99371,-5.0625,B,D,0,705,147,147
mmlu/all/test/012376,post_self,self,0.5,0.5,0.0,0.022977,0.977023,-3.75,0.022977,0.977023,-3.75,B,B,1,1131,241,241
mmlu/all/test/012377,post_defer,defer,0.5,0.5,0.0,0.999393,0.000607,7.4062,0.999393,0.000607,7.4062,A,D,0,1629,294,294
mmlu/all/test/012378,early_defer,defer,0.896251,0.103749,2.1562,0.7773,0.2227,1.25,0.896251,0.103749,2.1562,D,D,1,2131,484,484
mmlu/all/test/012379,early_defer,defer,0.863392,0.136608,1.8438,0.437823,0.562177,-0.25,0.863392,0.136608,1.8438,C,A,0,1442,298,298
mmlu/all/test/012380,early_defer,defer,0.893309,0.106691,2.125,0.999089,0.000911,7.0,0.893309,0.106691,2.125,C,D,0,1934,413,413
mmlu/all/test/012381,post_self,self,0.022286,0.977714,-3.7812,0.00018,0.99982,-8.625,0.00018,0.99982,-8.625,D,D,1,1500,339,339
mmlu/all/test/012382,post_self,self,0.014064,0.985936,-4.25,1.1e-05,0.999989,-11.4375,1.1e-05,0.999989,-11.4375,D,D,1,1253,249,249
mmlu/all/test/012383,post_self,self,0.053403,0.946597,-2.875,1.6e-05,0.999984,-11.0625,1.6e-05,0.999984,-11.0625,A,A,1,1171,241,241
mmlu/all/test/012384,early_defer,defer,0.562177,0.437823,0.25,0.001032,0.998968,-6.875,0.562177,0.437823,0.25,D,D,1,1316,276,276
mmlu/all/test/012385,early_defer,defer,0.817574,0.182426,1.5,0.025957,0.974043,-3.625,0.817574,0.182426,1.5,D,A,0,1646,359,359
mmlu/all/test/012386,early_defer,defer,0.899121,0.100879,2.1875,0.991423,0.008577,4.75,0.899121,0.100879,2.1875,D,D,1,1680,359,359
mmlu/all/test/012387,early_defer,defer,0.622459,0.377541,0.5,0.002801,0.997199,-5.875,0.622459,0.377541,0.5,D,D,1,1123,257,257
mmlu/all/test/012388,post_self,self,0.033086,0.966914,-3.375,0.000116,0.999884,-9.0625,0.000116,0.999884,-9.0625,D,D,1,1478,320,320
mmlu/all/test/012389,early_defer,defer,0.880797,0.119203,2.0,0.977023,0.022977,3.75,0.880797,0.119203,2.0,A,A,1,1569,321,321
mmlu/all/test/012390,post_self,self,0.2227,0.7773,-1.25,0.000335,0.999665,-8.0,0.000335,0.999665,-8.0,D,D,1,950,235,235
mmlu/all/test/012391,early_defer,defer,0.826712,0.173288,1.5625,0.977023,0.022977,3.75,0.826712,0.173288,1.5625,D,B,0,1194,273,273
mmlu/all/test/012392,early_defer,defer,0.651355,0.348645,0.625,0.991423,0.008577,4.75,0.651355,0.348645,0.625,B,C,0,854,195,195
mmlu/all/test/012393,early_defer,defer,0.754915,0.245085,1.125,0.924142,0.075858,2.5,0.754915,0.245085,1.125,C,A,0,1790,375,375
mmlu/all/test/012394,early_defer,defer,0.867036,0.132964,1.875,0.996293,0.003707,5.5938,0.867036,0.132964,1.875,B,D,0,1351,282,282
mmlu/all/test/012395,early_defer,defer,0.932453,0.067547,2.625,0.5,0.5,0.0,0.932453,0.067547,2.625,C,D,0,998,234,234
mmlu/all/test/012396,early_defer,defer,0.817574,0.182426,1.5,0.984575,0.015425,4.1562,0.817574,0.182426,1.5,C,B,0,2305,543,543
mmlu/all/test/012397,early_defer,defer,0.592667,0.407333,0.375,0.993307,0.006693,5.0,0.592667,0.407333,0.375,C,D,0,935,212,212
mmlu/all/test/012398,early_defer,defer,0.851953,0.148047,1.75,0.982014,0.017986,4.0,0.851953,0.148047,1.75,C,C,1,2030,446,446
mmlu/all/test/012399,post_self,self,0.245085,0.754915,-1.125,8e-05,0.99992,-9.4375,8e-05,0.99992,-9.4375,A,A,1,1678,325,325
mmlu/all/test/012400,post_self,self,0.437823,0.562177,-0.25,0.000149,0.999851,-8.8125,0.000149,0.999851,-8.8125,A,A,1,1200,256,256
mmlu/all/test/012401,early_defer,defer,0.7773,0.2227,1.25,0.5,0.5,0.0,0.7773,0.2227,1.25,B,C,0,738,146,146
mmlu/all/test/012402,post_self,self,0.075858,0.924142,-2.5,4.8e-05,0.999952,-9.9375,4.8e-05,0.999952,-9.9375,D,D,1,1955,441,441
mmlu/all/test/012403,post_defer,defer,0.201813,0.798187,-1.375,0.979668,0.020332,3.875,0.979668,0.020332,3.875,A,A,1,697,160,160
mmlu/all/test/012404,early_defer,defer,0.531209,0.468791,0.125,0.000755,0.999245,-7.1875,0.531209,0.468791,0.125,D,D,1,1564,332,332
mmlu/all/test/012405,early_defer,defer,0.914901,0.085099,2.375,0.665411,0.334589,0.6875,0.914901,0.085099,2.375,B,D,0,1050,226,226
mmlu/all/test/012406,early_defer,defer,0.731059,0.268941,1.0,0.256832,0.743168,-1.0625,0.731059,0.268941,1.0,D,D,1,1362,271,271
mmlu/all/test/012407,early_defer,defer,0.705785,0.294215,0.875,0.99819,0.00181,6.3125,0.705785,0.294215,0.875,C,A,0,789,190,190
mmlu/all/test/012408,early_defer,defer,0.760651,0.239349,1.1562,0.005911,0.994089,-5.125,0.760651,0.239349,1.1562,D,D,1,2210,503,503
mmlu/all/test/012409,post_self,self,0.067547,0.932453,-2.625,8.5e-05,0.999915,-9.375,8.5e-05,0.999915,-9.375,A,A,1,1090,251,251
mmlu/all/test/012410,early_defer,defer,0.893309,0.106691,2.125,0.320821,0.679179,-0.75,0.893309,0.106691,2.125,A,D,0,1696,307,307
mmlu/all/test/012411,post_self,self,0.053403,0.946597,-2.875,0.000149,0.999851,-8.8125,0.000149,0.999851,-8.8125,D,D,1,1072,245,245
mmlu/all/test/012412,post_self,self,0.060087,0.939913,-2.75,2.9e-05,0.999971,-10.4375,2.9e-05,0.999971,-10.4375,B,B,1,864,202,202
mmlu/all/test/012413,early_defer,defer,0.622459,0.377541,0.5,0.148047,0.851953,-1.75,0.622459,0.377541,0.5,D,D,1,1582,332,332
mmlu/all/test/012414,post_defer,defer,0.5,0.5,0.0,0.99593,0.00407,5.5,0.99593,0.00407,5.5,A,A,1,1447,303,303
mmlu/all/test/012415,early_defer,defer,0.7773,0.2227,1.25,0.99371,0.00629,5.0625,0.7773,0.2227,1.25,C,A,0,2041,415,415
mmlu/all/test/012416,post_self,self,0.2227,0.7773,-1.25,0.000131,0.999869,-8.9375,0.000131,0.999869,-8.9375,B,D,0,1007,224,224
mmlu/all/test/012417,post_self,self,0.2227,0.7773,-1.25,0.000335,0.999665,-8.0,0.000335,0.999665,-8.0,D,D,1,1325,298,298
mmlu/all/test/012418,post_self,self,0.011332,0.988668,-4.4688,0.000191,0.999809,-8.5625,0.000191,0.999809,-8.5625,C,C,1,751,197,197
mmlu/all/test/012419,post_self,self,0.377541,0.622459,-0.5,0.000245,0.999755,-8.3125,0.000245,0.999755,-8.3125,D,D,1,1764,366,366
mmlu/all/test/012420,post_self,self,0.201813,0.798187,-1.375,0.000856,0.999144,-7.0625,0.000856,0.999144,-7.0625,C,C,1,1446,294,294
mmlu/all/test/012421,early_defer,defer,0.679179,0.320821,0.75,0.999089,0.000911,7.0,0.679179,0.320821,0.75,C,D,0,1597,338,338
mmlu/all/test/012422,early_defer,defer,0.705785,0.294215,0.875,0.000203,0.999797,-8.5,0.705785,0.294215,0.875,D,D,1,1434,329,329
mmlu/all/test/012423,early_defer,defer,0.651355,0.348645,0.625,0.982014,0.017986,4.0,0.651355,0.348645,0.625,C,A,0,1260,278,278
mmlu/all/test/012424,early_defer,defer,0.531209,0.468791,0.125,0.106691,0.893309,-2.125,0.531209,0.468791,0.125,C,D,0,2196,437,437
mmlu/all/test/012425,post_self,self,0.028436,0.971564,-3.5312,6.2e-05,0.999938,-9.6875,6.2e-05,0.999938,-9.6875,D,D,1,1064,234,234
mmlu/all/test/012426,post_self,self,0.201813,0.798187,-1.375,0.00018,0.99982,-8.625,0.00018,0.99982,-8.625,B,D,0,536,110,110
mmlu/all/test/012427,post_self,self,0.028436,0.971564,-3.5312,0.000149,0.999851,-8.8125,0.000149,0.999851,-8.8125,C,C,1,1044,226,226
mmlu/all/test/012428,early_defer,defer,0.907312,0.092688,2.2812,0.957912,0.042088,3.125,0.907312,0.092688,2.2812,B,D,0,1199,247,247
mmlu/all/test/012429,early_defer,defer,0.705785,0.294215,0.875,0.003173,0.996827,-5.75,0.705785,0.294215,0.875,C,C,1,780,157,157
mmlu/all/test/012430,post_self,self,0.012054,0.987946,-4.4062,1.1e-05,0.999989,-11.4375,1.1e-05,0.999989,-11.4375,B,B,1,1333,263,263
mmlu/all/test/012431,early_defer,defer,0.835484,0.164516,1.625,0.003594,0.996406,-5.625,0.835484,0.164516,1.625,A,C,0,1525,347,347
mmlu/all/test/012432,post_self,self,0.075858,0.924142,-2.5,0.000296,0.999704,-8.125,0.000296,0.999704,-8.125,A,A,1,1534,334,334
mmlu/all/test/012433,early_defer,defer,0.896251,0.103749,2.1562,0.022977,0.977023,-3.75,0.896251,0.103749,2.1562,A,B,0,1362,302,302
mmlu/all/test/012434,early_defer,defer,0.851953,0.148047,1.75,0.008062,0.991938,-4.8125,0.851953,0.148047,1.75,D,D,1,1792,366,366
mmlu/all/test/012435,early_defer,defer,0.884039,0.115961,2.0312,0.754915,0.245085,1.125,0.884039,0.115961,2.0312,B,D,0,2541,487,487
mmlu/all/test/012436,early_defer,defer,0.887205,0.112795,2.0625,0.989672,0.010328,4.5625,0.887205,0.112795,2.0625,D,B,0,1672,349,349
mmlu/all/test/012437,post_self,self,0.268941,0.731059,-1.0,0.000203,0.999797,-8.5,0.000203,0.999797,-8.5,D,D,1,1133,224,224
mmlu/all/test/012438,post_self,self,0.106691,0.893309,-2.125,0.000278,0.999722,-8.1875,0.000278,0.999722,-8.1875,C,C,1,931,175,175
mmlu/all/test/012439,post_self,self,0.422505,0.577495,-0.3125,2.4e-05,0.999976,-10.625,2.4e-05,0.999976,-10.625,B,B,1,1692,403,403
mmlu/all/test/012440,post_self,self,0.000392,0.999608,-7.8438,2e-06,0.999998,-12.9375,2e-06,0.999998,-12.9375,B,B,1,829,184,184
mmlu/all/test/012441,post_self,self,0.003075,0.996925,-5.7812,6e-06,0.999994,-12.0625,6e-06,0.999994,-12.0625,A,A,1,936,173,173
mmlu/all/test/012442,post_self,self,0.377541,0.622459,-0.5,3.5e-05,0.999965,-10.25,3.5e-05,0.999965,-10.25,A,B,0,1228,266,266
mmlu/all/test/012443,post_self,self,0.5,0.5,0.0,0.000458,0.999542,-7.6875,0.000458,0.999542,-7.6875,A,A,1,1266,228,228
mmlu/all/test/012444,post_self,self,0.320821,0.679179,-0.75,0.000357,0.999643,-7.9375,0.000357,0.999643,-7.9375,A,A,1,994,212,212
